pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2024	Leveraging RGB-Pressure for Whole-body Human-to-Humanoid Motion Imitation	ACM MM  	https://dl.acm.org/doi/abs/10.1145/3664647.3681180	https://dl.acm.org/doi/abs/10.1145/3664647.3681180
